ID,Jméno místa,E-mail,Webová stránka / profil,Lokalita - kraj,Lokalita do 90 minut,Kapacita text,Kapacita max (číslo),Architektonický typ,Ubytování,Ubytování normalizace,Služby místa,Catering a pití,Catering normalizace,Večerní party,Party normalizace,Přidané hodnoty,Pronájem,Průměrná cena svatby,Další poznámka,Zdroj dohledání webu
172,Starý Mlýn u Byšic,Info@starymlynubysic.cz,https://starymlynubysic.cz,Středočeský,od Prahy,do 150,150,Mlýn u rybníka,Ano nad 50 osob,"ano, přímo v místě","Komplet vše na jednom místě - hostina, obřad, ubytování, party",Snoubenci musí mít catering a pití od nás,povinný interní catering/pití,"Máme místo, kde nerušíme noční klid",bez nočního limitu / neruší okolí,"Rodinný, přátelský a precizní přístup v romantickém mlýně s obřadem na hraně rybníka uprostřed středočeské přírody.","do 200.000,-","do 500.000,-",,https://starymlynubysic.cz
173,Statek u Kapličky,statek-ukaplicky@seznam.cz,https://statek-ukaplicky.cz/svatby/,Středočeský,od Prahy,do 150,150,"Mlýn, stodola, statek",Ano - do 30 osob,"ano, přímo v místě","Komplet vše na jednom místě - hostina, obřad, ubytování, party",Snoubenci musí mít catering a pití od nás,povinný interní catering/pití,"Party možná i po 22.00, pouze s přesunem do párty místnosti.",po 22:00 s přesunem dovnitř,"dekorování v ceně pronájmu dle výběru, domácí mazlíčky povoleni, v ceně pronájmu koordinace obřadu, rodinné prostředí, možnost přijet už den před svatbou, restaurace, výborná kuchyně,","Máme 3 varianty svateb - úterý 55.000,- / čtvrtek 99.000,- / sobota 165.000,-","do 200.000,-",,https://statek-ukaplicky.cz/svatby/
174,ZAMEK NOVY SVETLOV,"zameksvetlov@seznam,cz",https://www.zameksvetlov.cz/svatebni-obrady.html,Zlínský,od Brna,nad 150,150,Zámek,Ano nad 50 osob,"ano, přímo v místě","Komplet vše na jednom místě - hostina, obřad, ubytování, party",Snoubenci mají možnost vlastního pití a jídla bez poplatků,vlastní jídlo/pití bez poplatků,"Máme místo, kde nerušíme noční klid",bez nočního limitu / neruší okolí,"Koncertni a divadelni sal s kapacitou az 350 hostu,vynikajici ozvuceni,sal i pro klasickou hudbu","pronajem vsech mistnosti zamku,hlavniho salu,obradni sine ,restaurace,vinarny na napr.vikend od patku do nedele","do 500.000,-","Skvele misto pro zajemce,kterym zalezi na kvalite a kulture prostredi salu pro hlavni oslavu-Zamek Svetlov je prvotridni novogoticka kulturni pamatka",https://www.zameksvetlov.cz/svatebni-obrady.html
175,Penzion Markéta,penzion-marketa@email.cz,https://penzion-marketa.cz/svatby/,Jihomoravský,od Brna,do 40,40,Sklípek,Ano - do 30 osob,"ano, přímo v místě","Komplet vše na jednom místě - hostina, obřad, ubytování, party",Dle domluvy,dle domluvy,Dle domluvy,ověřit detail,"Koupací jezirko, sklípek","do 50.000,-",je nám to jedno,,https://penzion-marketa.cz/svatby/
176,zámek Radíč,zufontenova@seznam.cz,https://www.zamek-radic.cz/svatba-na-zamku,Středočeský,od Prahy,do 80,80,Zámek,Ano do 50 osob,"ano, přímo v místě","Komplet vše na jednom místě - hostina, obřad, ubytování, party",Dle domluvy,dle domluvy,"Party možná i po 22.00, pouze s přesunem do párty místnosti.",po 22:00 s přesunem dovnitř,"Nabízíme pronájem areálu zámku a zahrady na 24 hodin, naprosté soukromí svatebčanů po celou dobu akce, dog friendly","do 70.000,-","do 200.000,-","PRONÁJEM ZÁMKU A ZAHRADY
Pronájem na 24 hodin (včetně ubytování pro 20 osob, obřadu a místa k občerstvení)od 60 000 Kč
Víkendový pronájem (pátek 16:00 – neděle 12:00) 100 000 Kč
Ubytování až pro 40 osob
Barokní sál až pro 85 osob k sezení

Možnost kompletního servisu nebo kombinace vybraných služeb (např. catering, výzdoba)",https://www.zamek-radic.cz/svatba-na-zamku
177,Statek Dobrohošť,statekdobrohost@gmail.com,https://statekdobrohost.cz/,Středočeský,"Praha, České Budějovice",do 150,150,"Mlýn, stodola, statek",Ano do 50 osob,"ano, přímo v místě","Komplet vše na jednom místě - hostina, obřad, ubytování, party",Dle domluvy,dle domluvy,"Party možná i po 22.00, pouze s přesunem do párty místnosti.",po 22:00 s přesunem dovnitř,"rybník s molem, možnost domácích mazlíčků, soukromí, statek je uprostřed přírody, jedinečné místo na louce pro obřad s výhledem do krajiny, glamping, obřad mokrá i suchá varianta","do 150.000,-","do 500.000,-","Nabízíme i částečnou koordinaci, máme poslední volný termín na rok 2026 25. - 27. 9.",https://statekdobrohost.cz/
178,Statek U Prahy,aneta@statekuprahy.cz,https://statekuprahy.cz,Středočeský,do 45 minut z centra Prahy,do 150,150,"Mlýn, stodola, statek",Ano - do 30 osob,"ano, přímo v místě","Komplet vše na jednom místě - hostina, obřad, ubytování, party",Snoubenci musí mít catering a pití od nás,povinný interní catering/pití,"Party možná i po 22.00, pouze s přesunem do párty místnosti.",po 22:00 s přesunem dovnitř,"wellness, prosecco van, fofobudka, kulečník, fotbálek, ping pong, maxi jenga, dětské hřiště","do 100.000,-","do 300.000,-","Pro naše aktuální snoubence pořádáme každý rok předsvatební party, na které představujeme náš catering. Hosté mají možnost ochutnat vína, prohlédnout si náš inventář a inspiraci jak ho použít.",https://statekuprahy.cz
179,Zámek Blatná,weddings@castle-blatna.com,https://castle-blatna.com,Jihočeský,"1h od Plzně a Českých Budějovic, 1,5h od Prahy",nad 150,150,Zámek,Ano - v okolí do 10 minut,"ano, přímo v místě","Obřad, hostina, party. Ubytování je možné přímo ve městě nebo v okolních městech do 30 minut jízdy vozem. Přímo na zámku ubytování nemáme.","Mohou mít catering od nás či můžeme pronajmout zázemí pro externí catering. Na vlastní nápoje je korkovné 250,-Kč/osoba.",ověřit detail,"Party je do 22:00 možná v zámeckém parku, poté by se party musela přesunout do zámku. V zámku ale max kapacita 150 osob. V parku neomezená.",po 22:00 s přesunem dovnitř,"Svatební fotografování s alpakami, svatební piknik s našimi 6 chlupaťoučkými alpakami, soukromá procházka s našimi alpakami celým parkem, vzadu v parku máme romantický rybníček vhodný k fotografování, k obřadu, k pikniku, ochočení daňci v parku, kteří se dají krmit z ruky, pávi v parku - zvířata jsou u nás vítána, včetně pejsků - v parku ale pouze na vodítku kvůli ostatní volně pohybující se zvěři. Jedinečný architektonický skvost, obklobený vodou a přírodou. Natáčela se zde Šíleně smutná princezna a další slavné filmy, pohádky či krimisérie.","Pokud jde o exkluzivní pronájem celého parku či zámeckého nádvoří (bez turistů), pohybujeme se v řádu několik set tisíc korun. Pokud jde jen o 2 hodinový obřad, pronájmy jednotlivých svatebních míst (celkem jich máme 7) jsou ve škále od 17 000,-Kč do 26 000,-Kč. Vše ostatní musí zařídit svatební agentura. Spolupracujeme se 2 ověřenými agenturami, nebráníme se navázání spolupráce s dalšími spolehlivými agenturami či koordinátorkami.","Zatím máme pouze svatby typu ""do 2 hodin obřad"", chceme získat klientelu, která by u nás strávila celý svatební den včetně party. Přesné číslo nedokáži dát dohromady, jelikož nevím, kolik stojí služby svatebních agentur se kterými spolupracujeme.","Nabízíme catering formou rautu z naší zámecké kavárny Oh My Deer Café. Cena za osobu za celodenní raut (oběd, odpolední bufet, večerní raut) se pohbyuje od 2 500,- do 3 500,-Kč/osobu bez nápojů. Máme našeho zámeckého dvorního floristu Dávida Jendrušáka (IG: @david_kvetiny), který zajišťuje květinovou výzdobu a dekorace pro zámek po celý rok, ale i pro naše kulturní, firemní či soukromé akce, rádi ho doporučíme i pro Vaše klienty.",https://castle-blatna.com
180,Hotel Zámeček Raspenava,manager@zamecekraspenava.cz,https://zamecekraspenava.cz,Liberecký,od Prahy,do 100,100,Zajímavé místo / unikát,Ano do 50 osob,"ano, přímo v místě","Komplet vše na jednom místě - hostina, obřad, ubytování, party",Snoubenci musí mít catering a pití od nás,povinný interní catering/pití,"Party možná i po 22.00, pouze s přesunem do párty místnosti.",po 22:00 s přesunem dovnitř,"Zámecký park s jezírkem, venkovní bazén v letních měsících a relax zóna, venkovní svatba",Dle domluvy,"do 300.000,-",Cenové nabídky i skladbu svatební hostiny řešíme vždy individuálně.,https://zamecekraspenava.cz
181,Penzion Stanský mlýn,stanskymlyn@seznam.cz,https://www.stanskymlyn.cz/svatby/,Pardubický,od Hradce Králové,do 150,150,"Mlýn, stodola, statek",Ano - do 30 osob,"ano, přímo v místě","Komplet vše na jednom místě - hostina, obřad, ubytování, party",Snoubenci mají možnost vlastního pití a jídla bez poplatků,vlastní jídlo/pití bez poplatků,"Máme místo, kde nerušíme noční klid",bez nočního limitu / neruší okolí,"K dispozici je venkovní bazén, venkovní vířiví sud, i sauna, pejsci jsou vítání, kousek od mlýna je malý rybníček, řeka, vodní náhon.","do 100.000,-","do 100.000,-","Snoubencům tvoříme cenovou nabídku na míru dle jejich cenových možností a představ, doporučíme catering, kuchaře, navrhneme zasedací pořádek, vše je na domluvě se snoubenci. Celý areál je svatebčanům k dispozici od pátku do neděle (v případě víkendového pronájmu).",https://www.stanskymlyn.cz/svatby/
182,Hotel U Pramenů,hotel@upramenu.cz,https://upramenu.cz,Plzeňský,od Plzně,do 100,100,Hotelový styl,Ano do 50 osob,"ano, přímo v místě","Komplet vše na jednom místě - hostina, obřad, ubytování, party",Snoubenci musí mít catering a pití od nás,povinný interní catering/pití,Dle domluvy,ověřit detail,"Součástí svatebního místa je uzavřená hotelová zahrada s obřadním altánkem.
Součástí terasy je zahradní domek s grilem. Terasu lze zakrýt markýzou. 
Nabízíme svatební apartmán pro novomanžele zdarma.
Sladké a svatební dort si hosté mohou zajistit sami. 
Psi k nám mohou.",Cena za pronájem prostor závisí na rozpočtu (občerstvení a nápoje),"do 100.000,-","Máme bezbariérový přístup do restaurace a nabízíme 1 bezbariérový pokoj. 
AV technika k zapůjčení (aparatura, projektor, plátno).
V letních měsících točíme zmrzlinu. Snoubencům nabízíme možnost točení zmrzliny pro jejich hosty.",https://upramenu.cz
183,Dvůr Prak,pavel.tupy@seznam.cz,https://www.dvurprak.cz/,Středočeský,od Prahy,do 60,60,"Mlýn, stodola, statek",Ano do 50 osob,"ano, přímo v místě","Komplet vše na jednom místě - hostina, obřad, ubytování, party",Dle domluvy,dle domluvy,Dle domluvy,ověřit detail,"pes, jízda kočárem","do 70.000,-","do 200.000,-",,https://www.dvurprak.cz/
184,Občanská plovárna,marketing@obcanskaplovarna.cz,https://obcanskaplovarna.cz,Praha,V Praze,nad 150,150,Zajímavé místo / unikát,Nemáme,Nemáme,"Komplet vše na jednom místě - hostina, obřad, ubytování, party",Dle domluvy,dle domluvy,"Party možná i po 22.00, pouze s přesunem do párty místnosti.",po 22:00 s přesunem dovnitř,Možnost objednat plavbu po Vltvaě a zařdíit ubytování v jednom z blízkých hotelů. Jakékoliv aktivity v rámci předchozí domluvy.,Dle domluvy,Záleží na počtu osob.,"Jsme specifické místo v srdci Prahy, umíme udělat catering na míru , zařídit všechny dodavatele a postarat se o chod celého dne.",https://obcanskaplovarna.cz
185,Statek Magnolie,statekmagnolie@seznam.cz,https://statekmagnolie.com/,Středočeský,od Prahy,do 60,60,"Mlýn, stodola, statek",Nemáme,Nemáme,Pouze obřad a hostina,Snoubenci mají možnost vlastního pití a jídla bez poplatků,vlastní jídlo/pití bez poplatků,Party max do 22.00,ověřit detail,rybníček,"do 50.000,-","do 100.000,-",,https://statekmagnolie.com/
186,Vila Kajetánka,premek@vilakajetanka.cz,https://vilakajetanka.cz,Praha,Lokalita je Praha Břevnov,nad 150,150,Zajímavé místo / unikát,Ano - v okolí do 10 minut,"ano, přímo v místě",Pouze obřad a hostina,Dle domluvy,dle domluvy,"Party možná i po 22.00, pouze s přesunem do párty místnosti.",po 22:00 s přesunem dovnitř,"Domácí mazlíčci vítání, rybníček s lodičkou (pro svatební fotografie), možnost focení také v parku, ve kterém se Vila nachází","do 70.000,-","Podle termínu a počtu osob, dále podle obsahu služeb může být za 100 tis nebo také za 600 tis","Rádi vám připravíme akci přesně podle vašich představ a postaráme se o vše, co bude potřeba. Ve Vile Kajetánka pro vás uspořádáme oslavu, svatbu, workshop i další typy eventů. Dejte nám proto vědět vše, co je pro vás důležité – od stylu a atmosféry přes speciální požadavky až po detaily, které nám pomohou připravit nabídku na míru.",https://vilakajetanka.cz
187,Bouda Karlovka,rezervace@boudakarlovka.cz,https://boudakarlovka.cz,Královohradecký,,do 60,60,horská bouda,Ano - do 30 osob,"ano, přímo v místě",Pouze obřad,Snoubenci mají možnost vlastního pití a jídla bez poplatků,vlastní jídlo/pití bez poplatků,"bouda je v dostatečné vzdálenosti od ostatních objektů, ale je zase v národním parku",ověřit detail,"krásné výhledy, vířivka, koupací sud, okolí","do 50.000,-",je nám to jedno,,https://boudakarlovka.cz
188,Vinařství Obelisk,e.koudelova@vinarstviobelisk.cz,https://vinarstviobelisk.cz,Jihomoravský,od Brna,do 150,150,Zajímavé místo / unikát,Ano - do 10 osob,"ano, přímo v místě","Komplet vše na jednom místě - hostina, obřad, ubytování, party",Snoubenci musí mít catering a pití od nás,povinný interní catering/pití,"Máme místo, kde nerušíme noční klid",bez nočního limitu / neruší okolí,Prohlídka vinařství s degustací vín,"do 70.000,-","do 500.000,-",Unikátní stavba v Lednicko-Valtickém areálu,https://vinarstviobelisk.cz
189,Restaurace Šeberák,obchod@seberak.cz,https://seberak.cz,Praha,,nad 150,150,"Příroda (louka, les, u vody)",Ano - do 30 osob,"ano, přímo v místě","Komplet vše na jednom místě - hostina, obřad, ubytování, party",Snoubenci musí mít catering a pití od nás,povinný interní catering/pití,"Dle počtu hostů, je možná party ve stávajícím místě nebo s přesunem do párty místnosti (restaurace)",po 22:00 s přesunem dovnitř,"Celý areál se nachází podél rybníku Šeberák se vzrostlými stromy (v Praze). Jsme baby a dog friendly. Možnost zapůjčení paddle boardu, katamaránu, obřad a hostina v přírode.","do 50.000,-","do 100.000,-",,https://seberak.cz
190,Tvrz Hořenice,Verca.bojcukova@gmail.com,https://tvrzhorenice.cz/,Královohradecký,od Prahy,do 150,150,"Mlýn, stodola, statek",Ano - do 20 osob,"ano, přímo v místě","Komplet vše na jednom místě - hostina, obřad, ubytování, party",Jídlo od nás nebo odstupné. Pití je volne,ověřit detail,Party max do 22.00,ověřit detail,"Příroda, kraj obce, historie, dogfrendly","do 100.000,-","do 200.000,-",,https://tvrzhorenice.cz/
191,Zámek Nelahozeves,andrea.mateasko@lobkowicz.cz,https://lobkowicz.cz,Středočeský,od Prahy,nad 150,150,"Zámek - Rytířský sál, Zámecká zahrada",Ano - v okolí do 10 minut,"ano, přímo v místě",Pouze obřad a hostina,Dle domluvy,dle domluvy,"Máme místo, kde nerušíme noční klid",bez nočního limitu / neruší okolí,"zámecká zahrada, Marina Vltava","do 50.000,-","do 200.000,-","Zámek Nelahozeves, 30 minut z Prahy",https://lobkowicz.cz
VIP svatební místa - Námi ověřené. Doporučujeme přednostně ve výběru pro snoubence,,,,,,,,,,,,,,,,,,,,
Jméno místa,E-mail - Webové stránky,2.a Lokalita - Kraj,2.b Lokalita do 90 minut ,3. Kapacita svatebního místa,4. Architektonický typ místa,5. Ubytování ,6. Služby nabízené místem ,7. Catering a pití ,8. Večerní party ,"10. Jaké máte další přidané hodnoty pro snoubence? např. Wellness, možnost mít psa, rybníček - cokoliv co by mohlo být na víc.. ",10. Jaký je pronájem Vašeho místa,11. Kolik u Vás průměrně stojí svatba?,,,,,,,,
Kvítkův Dvůr,kvitkuv.dvur@seznam.cz https://www.npu.cz/cs/hrady-a-zamky/tipy-na-vylet/92928-statek-kvitkuv-dvur,Jihočeský,od Českých Budějovic,do 60,zámeček - zámecký statek dříve součást areálu zámku Č. Krumlov,Ano -  v okolí do 10 minut,"obřad, hostina a party pro až 52 osob; ubytování pro až 15 osob, ostatní ve městě","vlastní jídlo a pití snoubenců bez poplatků, nebo zajistíme catering","Máme místo, kde nerušíme noční klid","Unikátní rokokový sál, rokokový kabinet pro přípravu nevěsty před obřadem, rybníček, za příplatek zapůjčujeme na hostinu repliky celozlacených rokokových příborů Solingen, bez příplatku zapůjčujeme na hostinu luxusní příbory Toner classic prestige","do 78 000 při 52 svatebčanech - viz naše stránky, bez ceny ubytování","Cena pronájmu prostor a mobiliáře se u nás odvíjí od počtu svatebčanů, viz naše stránky.",,,,,,,,
Zámeček Dubí ,"zamecek@profiters.cz, zamecek-dubi.cz",Ústecký kraj,Praha,do 100,Lovecký zámeček přírodního typu,60 osob,Vše na jednom místě,"Vlastní pití snoubenců bez poplatků, zajistíme catering",Nerušíme noční klid ,"Obrovská zahrada, Výzdoba i nábytek v ceně. ","od 76.000,-  na víkend","230.000,-",,,,,,,,
Penzion Tereza,penzion-tereza@profiters.cz https://www.penzion-tereza.cz/,Ústecký kraj,Praha,do 80 ,Horský penzion ,20+30,Vše na jednom místě,Vše od nás ,po 22.00 party místnost,Máme penzion na sjezdovce v ceně je výzdoba,58.000.-  na víkend,"180.000,-",,,,,,,,
Penzion Stará pošta Varvažov,"info@profiters.cz, https://www.pensionstaraposta.cz/",Ústecký kraj,Praha,do 80 ,Statek ,20 + 30,Vše na jednom místě,Vše od nás ,po 22.00 party místnost,Nádherná zahrada a stodola ,"58.000,- na víkend","180.000,-",,,,,,,,
Apartmány Ralsko,apartmanyralsko@svatebnimista.cz https://apartmanyralsko.cz/,Liberecký Kraj,Praha,do 80 ,Přírodní neokoukné míto,45,Vše na jednom místě,Jídlo a pití vlastní bez poplatků ,Žádný noční klid,"Totální samota, biotop na koupání, příroda","139.000,- na víkend","139.000,-",,,,,,,,
Fara pod Milešovkou ,farapodmilesovkou@svatebnimista.cz https://www.farapodmilesovkou.cz/cs/,Ústecký kraj,Praha,do 80 ,Moderně zrekonstruovaná fara s industriální stodolou ,20,Vše na jednom místě,Jídlo a pití vlastní bez poplatků ,Žádný noční klid,"Moderní pojetí historie. Nádherné vkusné pokoje, prosklená stodola ","89.000,- na víkend ","89.000,-",,,,,,,,
Zámek Čekanice,https://www.zamekcekanice.cz/,Středočeský kraj ,Praha,do 70,Zámek ,25,Vše na jednom místě,Jídlo a pití vlastní bez poplatků ,Žádný noční klid,,"50.000,- na víkend ","50.000,-",,,,,,,,
Vítovský Statek ,https://www.vitovskystatek.cz/,Středočeský kraj ,Praha,do 100,Statek ,20,Vše na jednom místě,Vše od nás ,po 22.00 party místnost,,"do 100.000,-  na víkend","250.000,-",,,,,,,,
Panství Bzí ,https://www.panstvi-bzi.cz/,Jihočeský,České Budějovice,do 300,Statek,80,Vše na jednom místě,Jídlo a pití vlastní bez poplatků ,Žádný noční klid,,"od 150.000,- na víkend","200.000,- ",,,,,,,,
Statek u Kapličky,https://statek-ukaplicky.cz/,Středočeský kraj ,Praha,do 100,Statek ,20,Vše na jednom místě,Vše od nás ,po 22.00 party místnost,,"do 100.000,-  na víkend","250.000,-",,,,,,,,
Zámecký resort Štáblovice,https://www.stablovice.cz/svatby/,Olomoucký kraj,Olomouc,do 100,Zámecký resort,20,Vše na jednom místě,Vše od nás ,po 22.00 party místnost,Francouzská zahrada - luxusní obřad,"od 7500,-","150.000,-",,,,,,,,
Hotel Garden u Holubů,https://www.uholubu.com/,Beskydy,Ostrava,do 100,Nádherné místo v přírodě v Beskydech - luxus spojený s přírodou,50,Vše na jednom místě,Vše od nás ,Žádný noční klid,Obřadní místo s výhledem na hory,"od 80.000,- ","200.000,- ",,,,,,,,
Victoria Garden,https://www.victoriagarden.cz/,Středočeský kraj ,Praha,do 80 ,"Místo inspirováno Francii, majitelka dlouhodobě žije ve francii",32,Vše na jednom místě,Jídlo a pití vlastní bez poplatků ,po 22.00 party místnost,Luxusní ubytování,"do 90.000,-","90.000,-",,,,,,,,
Čapí Hnízdo ,https://www.capihnizdo.cz/?gad_source=1&gad_campaignid=23373644635&gbraid=0AAAABCTrWSR0-zdRuwj5IL9Dkr3U2DIFs&gclid=CjwKCAjwzevPBhBaEiwAplAxvvZq4YlijW8WeYZgSYzEkLqvsDvu3_5RTgyQXp54FxRQZcjk4qlkfxoCLbQQAvD_BwE,Středočeský kraj ,Praha,do 200,Nádherné přírodní místo s unikátním místem pro hostinu v čapím hnízdě. ,150,Vše na jednom místě,Vše od nás ,Žádný noční klid,Luxusní ubytování a wellness,"od 150.000,-","350.000,- ",,,,,,,,
Stodola pod lesem,https://www.stodolapodlesem.cz/,Jihomoravský,30 min od Brna,do 100,"Mlýn, stodola, statek",Ano -  v okolí do 10 minut,"Komplet vše na jednom místě - hostina, obřad, ubytování, party",Snoubenci musí mít catering a pití od nás,"Party možná i po 22.00, pouze s přesunem do párty místnosti.",,"do 50.000,-","do 300.000,-",,,,,,,,
Hotel Horní dvůr ,https://www.hotelhornidvur.cz/,Vysočina,od Prahy,do 150,"Mlýn, stodola, statek",Ano do 50 osob,"Komplet vše na jednom místě - hostina, obřad, ubytování, party",Snoubenci musí mít catering a pití od nás,"Máme místo, kde nerušíme noční klid","Pet firendly, rybníky jezírka, farma ",Dle domluvy,je nám to jedno,,,,,,,,
Smrčiny,https://www.smrciny.com/?gad_source=1&gad_campaignid=23013198857&gbraid=0AAAAAqywyqjqjthCpTVg-lOlCwHUUI6fG&gclid=CjwKCAjwzevPBhBaEiwAplAxvpS0ShR7BBpp5wlZ0L0sYtvL9WJMN7HlHIWIAWruoCthh5NW5uS8_xoCPXYQAvD_BwE,Vysočina,"jsme do 90min od Prahy, Brna a Českých Budějovic",do 80,"Příroda (louka, les, u vody)",Ano do 50 osob,"Komplet vše na jednom místě - hostina, obřad, ubytování, party",Snoubenci mají možnost vlastního pití a jídla bez poplatků,"Máme místo, kde nerušíme noční klid","Sauna, velký koupací biotop, pejsky s sebou můžou bez problému, není žádný limit pro parkování, základní zázemí pro catering, nádherná zahrada (není třeba mít další dekorace), krásná moderní stodola (opět minimální potřeba dekorací). ","týdenní svatby a svatby v dubnu, květnu a říjnu pod 200.000Kč, víkend v hlavní sezóně nad 200.000Kč. Žádné další příplatky vůbec za nic","do 500.000,-",,,,,,,,
Barešův Ranč,https://baresuvranc.cz/,Hradecký kraj ,Hradec Králové,do 60,"Příroda (louka, les, u vody)",Ano do 50 osob,"Komplet vše na jednom místě - hostina, obřad, ubytování, party",Dle domluvy,"Máme místo, kde nerušíme noční klid","Červen - Srpen využití bazénu, poloha restaurace u rybníku, aktivity - lukostřelba, koně",Dle domluvy,"do 200.000,-",,,,,,,,
Hotel Racek ,https://racekhotel.cz/,Ústecký kraj,Praha,100,"Příroda (louka, les, u vody)",do 100 osob,"Komplet vše na jednom místě - hostina, obřad, ubytování, party",Snoubenci musí mít catering a pití od nás,"Party možná i po 22.00, pouze s přesunem do párty místnosti.",Luxusní ubytování v několika různých stylech,"109.000,- na víkend","250.000,- ",,,,,,,,
Resort Oblík ,https://www.oblik-resort.com/,Ústecký kraj,Praha,200,"Příroda (louka, les, u vody)",do 100 osob ,"Komplet vše na jednom místě - hostina, obřad, ubytování, party",Snoubenci musí mít catering a pití od nás,"Máme místo, kde nerušíme noční klid",Luxusní statek na samotě ,"od 150.000,-",500.000.- ,,,,,,,,
Villa Bork ,https://www.villabork.sk/,Slovensko ,Ostrava,100,Luxusní klášter v přírodě,do 100,"Komplet vše na jednom místě - hostina, obřad, ubytování, party",Snoubenci musí mít catering a pití od nás,"Máme místo, kde nerušíme noční klid",,Na dotaz ,Na dotaz,,,,,,,,
Srub Ježkovec,https://salonmadona.cz/svatebni-misto/srub-jezkovec/,Vysočina,Praha,100,Dřevený srub na samotě u lesa,do 50,"Komplet vše na jednom místě - hostina, obřad, ubytování, party",Snoubenci musí mít catering a pití od nás,"Máme místo, kde nerušíme noční klid",,"od 80.000,- ","190.000,-",,,,,,,,
Zámek Blatná ,https://www.zamek-blatna.cz/,"Na tohle místo teprve pojedeme, ale už teď se nám velmi líbí. :-) ",,,,,,,,,,,,,,,,,,
